      Lon      Lat    Year Fag_syl   C3_gr   Total
    10.75    47.25    2013   0.000   0.376   0.376
    10.75    47.25    2014   0.000   0.384   0.384
    10.75    47.25    2015   0.000   0.431   0.431
    10.75    47.25    2016   0.000   0.320   0.320
    10.75    47.25    2017   0.000   0.389   0.389
    11.25    47.25    1901   0.000   0.411   0.411
    11.25    47.25    1902   0.000   0.401   0.401
    11.25    47.25    1903   0.000   0.464   0.464
    11.25    47.25    1904   0.000   0.447   0.447
    11.25    47.25    1905   0.000   0.417   0.417
    11.25    47.25    1906   0.000   0.478   0.478
    11.25    47.25    1907   0.000   0.484   0.484
    11.25    47.25    1908   0.000   0.485   0.485
    11.25    47.25    1909   0.000   0.507   0.507
    11.25    47.25    1910   0.000   0.396   0.396
    11.25    47.25    1911   0.000   0.450   0.450
    11.25    47.25    1912   0.000   0.418   0.418
    11.25    47.25    1913   0.000   0.511   0.511
    11.25    47.25    1914   0.000   0.329   0.329
    11.25    47.25    1915   0.000   0.543   0.543
    11.25    47.25    1916   0.000   0.353   0.353
    11.25    47.25    1917   0.000   0.504   0.504
    11.25    47.25    1918   0.000   0.400   0.400
    11.25    47.25    1919   0.000   0.428   0.428
    11.25    47.25    1920   0.000   0.473   0.473
    11.25    47.25    1921   0.000   0.490   0.490
    11.25    47.25    1922   0.000   0.482   0.482
    11.25    47.25    1923   0.000   0.543   0.543
    11.25    47.25    1924   0.000   0.443   0.443
    11.25    47.25    1925   0.000   0.492   0.492
    11.25    47.25    1926   0.000   0.378   0.378
    11.25    47.25    1927   0.000   0.520   0.520
    11.25    47.25    1928   0.000   0.358   0.358
    11.25    47.25    1929   0.000   0.550   0.550
    11.25    47.25    1930   0.000   0.435   0.435
    11.25    47.25    1931   0.000   0.502   0.502
    11.25    47.25    1932   0.000   0.467   0.467
    11.25    47.25    1933   0.000   0.382   0.382
    11.25    47.25    1934   0.000   0.613   0.613
    11.25    47.25    1935   0.000   0.372   0.372
    11.25    47.25    1936   0.000   0.506   0.506
    11.25    47.25    1937   0.000   0.461   0.461
    11.25    47.25    1938   0.000   0.430   0.430
    11.25    47.25    1939   0.000   0.418   0.418
    11.25    47.25    1940   0.000   0.487   0.487
    11.25    47.25    1941   0.000   0.429   0.429
    11.25    47.25    1942   0.000   0.525   0.525
    11.25    47.25    1943   0.000   0.516   0.516
    11.25    47.25    1944   0.000   0.473   0.473
    11.25    47.25    1945   0.000   0.514   0.514
    11.25    47.25    1946   0.000   0.583   0.583
    11.25    47.25    1947   0.000   0.511   0.511
    11.25    47.25    1948   0.000   0.565   0.565
    11.25    47.25    1949   0.000   0.597   0.597
    11.25    47.25    1950   0.000   0.526   0.526
    11.25    47.25    1951   0.000   0.465   0.465
    11.25    47.25    1952   0.000   0.585   0.585
    11.25    47.25    1953   0.000   0.435   0.435
    11.25    47.25    1954   0.000   0.406   0.406
    11.25    47.25    1955   0.000   0.482   0.482
    11.25    47.25    1956   0.000   0.399   0.399
    11.25    47.25    1957   0.000   0.393   0.393
    11.25    47.25    1958   0.000   0.507   0.507
    11.25    47.25    1959   0.000   0.497   0.497
    11.25    47.25    1960   0.000   0.458   0.458
    11.25    47.25    1961   0.000   0.590   0.590
    11.25    47.25    1962   0.000   0.458   0.458
    11.25    47.25    1963   0.000   0.515   0.515
    11.25    47.25    1964   0.000   0.502   0.502
    11.25    47.25    1965   0.000   0.409   0.409
    11.25    47.25    1966   0.000   0.519   0.519
    11.25    47.25    1967   0.000   0.425   0.425
    11.25    47.25    1968   0.000   0.595   0.595
    11.25    47.25    1969   0.000   0.432   0.432
    11.25    47.25    1970   0.000   0.390   0.390
    11.25    47.25    1971   0.000   0.534   0.534
    11.25    47.25    1972   0.000   0.308   0.308
    11.25    47.25    1973   0.000   0.575   0.575
    11.25    47.25    1974   0.000   0.328   0.328
    11.25    47.25    1975   0.000   0.501   0.501
    11.25    47.25    1976   0.000   0.495   0.495
    11.25    47.25    1977   0.000   0.526   0.526
    11.25    47.25    1978   0.000   0.399   0.399
    11.25    47.25    1979   0.000   0.468   0.468
    11.25    47.25    1980   0.000   0.334   0.334
    11.25    47.25    1981   0.000   0.558   0.558
    11.25    47.25    1982   0.000   0.409   0.409
    11.25    47.25    1983   0.000   0.613   0.613
    11.25    47.25    1984   0.000   0.418   0.418
    11.25    47.25    1985   0.000   0.580   0.580
    11.25    47.25    1986   0.000   0.466   0.466
    11.25    47.25    1987   0.000   0.513   0.513
    11.25    47.25    1988   0.000   0.532   0.532
    11.25    47.25    1989   0.000   0.462   0.462
    11.25    47.25    1990   0.000   0.605   0.605
    11.25    47.25    1991   0.000   0.412   0.412
    11.25    47.25    1992   0.000   0.664   0.664
    11.25    47.25    1993   0.000   0.508   0.508
    11.25    47.25    1994   0.000   0.640   0.640
    11.25    47.25    1995   0.000   0.490   0.490
    11.25    47.25    1996   0.000   0.615   0.615
    11.25    47.25    1997   0.000   0.450   0.450
    11.25    47.25    1998   0.000   0.613   0.613
    11.25    47.25    1999   0.000   0.524   0.524
    11.25    47.25    2000   0.000   0.615   0.615
    11.25    47.25    2001   0.000   0.535   0.535
    11.25    47.25    2002   0.000   0.513   0.513
    11.25    47.25    2003   0.000   0.587   0.587
    11.25    47.25    2004   0.000   0.479   0.479
    11.25    47.25    2005   0.000   0.614   0.614
    11.25    47.25    2006   0.000   0.534   0.534
    11.25    47.25    2007   0.000   0.718   0.718
    11.25    47.25    2008   0.000   0.467   0.467
    11.25    47.25    2009   0.000   0.577   0.577
    11.25    47.25    2010   0.000   0.481   0.481
    11.25    47.25    2011   0.000   0.673   0.673
    11.25    47.25    2012   0.000   0.477   0.477
    11.25    47.25    2013   0.000   0.718   0.718
    11.25    47.25    2014   0.000   0.425   0.425
    11.25    47.25    2015   0.000   0.629   0.629
    11.25    47.25    2016   0.000   0.417   0.417
    11.25    47.25    2017   0.000   0.656   0.656
    11.75    47.25    1901   0.000   0.495   0.495
    11.75    47.25    1902   0.000   0.538   0.538
    11.75    47.25    1903   0.000   0.520   0.520
    11.75    47.25    1904   0.000   0.565   0.565
    11.75    47.25    1905   0.000   0.451   0.451
    11.75    47.25    1906   0.000   0.570   0.570
    11.75    47.25    1907   0.000   0.485   0.485
    11.75    47.25    1908   0.000   0.547   0.547
    11.75    47.25    1909   0.000   0.550   0.550
    11.75    47.25    1910   0.000   0.456   0.456
    11.75    47.25    1911   0.000   0.534   0.534
    11.75    47.25    1912   0.000   0.422   0.422
    11.75    47.25    1913   0.000   0.624   0.624
    11.75    47.25    1914   0.000   0.410   0.410
    11.75    47.25    1915   0.000   0.569   0.569
    11.75    47.25    1916   0.000   0.420   0.420
    11.75    47.25    1917   0.000   0.589   0.589
    11.75    47.25    1918   0.000   0.425   0.425
    11.75    47.25    1919   0.000   0.477   0.477
    11.75    47.25    1920   0.000   0.532   0.532
    11.75    47.25    1921   0.000   0.523   0.523
    11.75    47.25    1922   0.000   0.536   0.536
    11.75    47.25    1923   0.000   0.574   0.574
    11.75    47.25    1924   0.000   0.533   0.533
    11.75    47.25    1925   0.000   0.529   0.529
    11.75    47.25    1926   0.000   0.511   0.511
    11.75    47.25    1927   0.000   0.557   0.557
    11.75    47.25    1928   0.000   0.462   0.462
    11.75    47.25    1929   0.000   0.565   0.565
    11.75    47.25    1930   0.000   0.533   0.533
    11.75    47.25    1931   0.000   0.545   0.545
    11.75    47.25    1932   0.000   0.476   0.476
    11.75    47.25    1933   0.000   0.508   0.508
    11.75    47.25    1934   0.000   0.617   0.617
    11.75    47.25    1935   0.000   0.453   0.453
    11.75    47.25    1936   0.000   0.574   0.574
    11.75    47.25    1937   0.000   0.532   0.532
    11.75    47.25    1938   0.000   0.477   0.477
    11.75    47.25    1939   0.000   0.634   0.634
    11.75    47.25    1940   0.000   0.524   0.524
    11.75    47.25    1941   0.000   0.502   0.502
    11.75    47.25    1942   0.000   0.527   0.527
    11.75    47.25    1943   0.000   0.587   0.587
    11.75    47.25    1944   0.000   0.536   0.536
    11.75    47.25    1945   0.000   0.593   0.593
    11.75    47.25    1946   0.000   0.626   0.626
    11.75    47.25    1947   0.000   0.490   0.490
    11.75    47.25    1948   0.000   0.650   0.650
    11.75    47.25    1949   0.000   0.568   0.568
    11.75    47.25    1950   0.000   0.589   0.589
    11.75    47.25    1951   0.000   0.507   0.507
    11.75    47.25    1952   0.000   0.645   0.645
    11.75    47.25    1953   0.000   0.534   0.534
    11.75    47.25    1954   0.000   0.474   0.474
    11.75    47.25    1955   0.000   0.554   0.554
    11.75    47.25    1956   0.000   0.448   0.448
    11.75    47.25    1957   0.000   0.551   0.551
    11.75    47.25    1958   0.000   0.493   0.493
    11.75    47.25    1959   0.000   0.617   0.617
    11.75    47.25    1960   0.000   0.484   0.484
    11.75    47.25    1961   0.000   0.665   0.665
    11.75    47.25    1962   0.000   0.503   0.503
    11.75    47.25    1963   0.000   0.666   0.666
    11.75    47.25    1964   0.000   0.496   0.496
    11.75    47.25    1965   0.000   0.545   0.545
    11.75    47.25    1966   0.000   0.511   0.511
    11.75    47.25    1967   0.000   0.504   0.504
    11.75    47.25    1968   0.000   0.622   0.622
    11.75    47.25    1969   0.000   0.541   0.541
    11.75    47.25    1970   0.000   0.519   0.519
    11.75    47.25    1971   0.000   0.580   0.580
    11.75    47.25    1972   0.000   0.450   0.450
    11.75    47.25    1973   0.000   0.583   0.583
    11.75    47.25    1974   0.000   0.490   0.490
    11.75    47.25    1975   0.000   0.557   0.557
    11.75    47.25    1976   0.000   0.552   0.552
    11.75    47.25    1977   0.000   0.594   0.594
    11.75    47.25    1978   0.000   0.499   0.499
    11.75    47.25    1979   0.000   0.524   0.524
    11.75    47.25    1980   0.000   0.437   0.437
    11.75    47.25    1981   0.000   0.702   0.702
    11.75    47.25    1982   0.000   0.445   0.445
    11.75    47.25    1983   0.000   0.705   0.705
    11.75    47.25    1984   0.000   0.486   0.486
    11.75    47.25    1985   0.000   0.621   0.621
    11.75    47.25    1986   0.000   0.537   0.537
    11.75    47.25    1987   0.000   0.605   0.605
    11.75    47.25    1988   0.000   0.594   0.594
    11.75    47.25    1989   0.000   0.559   0.559
    11.75    47.25    1990   0.000   0.642   0.642
    11.75    47.25    1991   0.000   0.605   0.605
    11.75    47.25    1992   0.000   0.585   0.585
    11.75    47.25    1993   0.000   0.657   0.657
    11.75    47.25    1994   0.000   0.700   0.700
    11.75    47.25    1995   0.000   0.579   0.579
    11.75    47.25    1996   0.000   0.689   0.689
    11.75    47.25    1997   0.000   0.499   0.499
    11.75    47.25    1998   0.000   0.713   0.713
    11.75    47.25    1999   0.000   0.549   0.549
    11.75    47.25    2000   0.000   0.691   0.691
    11.75    47.25    2001   0.000   0.585   0.585
    11.75    47.25    2002   0.000   0.675   0.675
    11.75    47.25    2003   0.000   0.597   0.597
    11.75    47.25    2004   0.000   0.688   0.688
    11.75    47.25    2005   0.000   0.658   0.658
    11.75    47.25    2006   0.000   0.568   0.568
    11.75    47.25    2007   0.000   0.736   0.736
    11.75    47.25    2008   0.000   0.528   0.528
    11.75    47.25    2009   0.000   0.695   0.695
    11.75    47.25    2010   0.000   0.540   0.540
    11.75    47.25    2011   0.000   0.765   0.765
    11.75    47.25    2012   0.000   0.567   0.567
    11.75    47.25    2013   0.000   0.663   0.663
    11.75    47.25    2014   0.000   0.638   0.638
    11.75    47.25    2015   0.000   0.606   0.606
    11.75    47.25    2016   0.000   0.623   0.623
    11.75    47.25    2017   0.000   0.726   0.726
    12.25    47.25    1901   0.000   0.537   0.537
    12.25    47.25    1902   0.000   0.555   0.555
    12.25    47.25    1903   0.000   0.533   0.533
    12.25    47.25    1904   0.000   0.589   0.589
    12.25    47.25    1905   0.000   0.470   0.470
    12.25    47.25    1906   0.000   0.602   0.602
    12.25    47.25    1907   0.000   0.480   0.480
    12.25    47.25    1908   0.000   0.555   0.555
    12.25    47.25    1909   0.000   0.556   0.556
    12.25    47.25    1910   0.000   0.483   0.483
    12.25    47.25    1911   0.000   0.551   0.551
    12.25    47.25    1912   0.000   0.434   0.434
    12.25    47.25    1913   0.000   0.659   0.659
    12.25    47.25    1914   0.000   0.408   0.408
    12.25    47.25    1915   0.000   0.616   0.616
    12.25    47.25    1916   0.000   0.410   0.410
    12.25    47.25    1917   0.000   0.601   0.601
    12.25    47.25    1918   0.000   0.454   0.454
    12.25    47.25    1919   0.000   0.488   0.488
    12.25    47.25    1920   0.000   0.568   0.568
    12.25    47.25    1921   0.000   0.524   0.524
    12.25    47.25    1922   0.000   0.561   0.561
    12.25    47.25    1923   0.000   0.582   0.582
    12.25    47.25    1924   0.000   0.570   0.570
    12.25    47.25    1925   0.000   0.533   0.533
    12.25    47.25    1926   0.000   0.535   0.535
    12.25    47.25    1927   0.000   0.578   0.578
    12.25    47.25    1928   0.000   0.474   0.474
    12.25    47.25    1929   0.000   0.596   0.596
    12.25    47.25    1930   0.000   0.567   0.567
    12.25    47.25    1931   0.000   0.544   0.544
    12.25    47.25    1932   0.000   0.494   0.494
    12.25    47.25    1933   0.000   0.563   0.563
    12.25    47.25    1934   0.000   0.606   0.606
    12.25    47.25    1935   0.000   0.497   0.497
    12.25    47.25    1936   0.000   0.574   0.574
    12.25    47.25    1937   0.000   0.552   0.552
    12.25    47.25    1938   0.000   0.537   0.537
    12.25    47.25    1939   0.000   0.621   0.621
    12.25    47.25    1940   0.000   0.563   0.563
    12.25    47.25    1941   0.000   0.485   0.485
    12.25    47.25    1942   0.000   0.573   0.573
    12.25    47.25    1943   0.000   0.565   0.565
    12.25    47.25    1944   0.000   0.600   0.600
    12.25    47.25    1945   0.000   0.634   0.634
    12.25    47.25    1946   0.000   0.636   0.636
    12.25    47.25    1947   0.000   0.511   0.511
    12.25    47.25    1948   0.000   0.681   0.681
    12.25    47.25    1949   0.000   0.563   0.563
    12.25    47.25    1950   0.000   0.608   0.608
    12.25    47.25    1951   0.000   0.541   0.541
    12.25    47.25    1952   0.000   0.648   0.648
    12.25    47.25    1953   0.000   0.571   0.571
    12.25    47.25    1954   0.000   0.568   0.568
    12.25    47.25    1955   0.000   0.534   0.534
    12.25    47.25    1956   0.000   0.506   0.506
    12.25    47.25    1957   0.000   0.597   0.597
    12.25    47.25    1958   0.000   0.505   0.505
    12.25    47.25    1959   0.000   0.682   0.682
    12.25    47.25    1960   0.000   0.490   0.490
    12.25    47.25    1961   0.000   0.677   0.677
    12.25    47.25    1962   0.000   0.523   0.523
    12.25    47.25    1963   0.000   0.654   0.654
